Id persona,Sexo,Rol,Departamento,Subsistema,Año lectivo,Cantidad de días ingreso a CREA,Cantidad de Comentarios posteados,Cantidad de Acciones totales,Cantidad de días de ingreso a Biblioteca,Cantidad de préstamos en biblioteca
15105,Femenino,Docente,Florida,DGES,2020,159,36,537,0,0
15245,Femenino,Docente,Canelones,DGEIP,2020,44,26,134,1,0
15301,Femenino,Docente,Canelones,DGEIP,2020,1,0,1,0,0
15311,Femenino,Docente,Canelones,DGEIP,2020,2,0,1,0,0
15369,Femenino,Docente,Florida,DGES,2020,145,33,4526,0,0
15387,Femenino,Docente,Canelones,DGEIP,2020,23,2,147,0,0
15933,Femenino,Docente,Florida,DGES,2020,11,0,15,15,4
15984,Femenino,Docente,Colonia,DGES,2020,33,18,84,0,0
16307,Femenino,Docente,Canelones,DGEIP,2020,96,521,979,0,0
16518,Femenino,Docente,Canelones,DGEIP,2020,167,42,1788,0,0
16525,Femenino,Docente,Florida,DGEIP,2020,4,1,6,0,0
17075,Masculino,Docente,Florida,DGEIP,2020,162,114,2725,2,2
17275,Femenino,Docente,Florida,DGEIP,2020,13,6,30,0,0
17279,Femenino,Docente,Florida,DGEIP,2020,187,954,3369,1,2
17281,Femenino,Docente,Florida,DGEIP,2020,0,0,0,0,0
17285,Femenino,Docente,Florida,DGEIP,2020,34,6,213,1,0
17286,Femenino,Docente,Florida,DGEIP,2020,87,189,585,0,0
17294,Femenino,Docente,Florida,DGEIP,2020,217,3237,8846,1,1
17295,Femenino,Docente,Florida,DGEIP,2020,218,3051,6244,0,0
17297,Femenino,Docente,Florida,DGEIP,2020,167,148,1018,2,2
17299,Masculino,Docente,Florida,DGEIP,2020,71,7,449,5,9
17300,Femenino,Docente,Florida,DGEIP,2020,194,206,1486,1,0
17302,Femenino,Docente,Durazno,DGEIP,2020,145,161,1543,77,18
17303,Femenino,Docente,Florida,DGEIP,2020,193,1890,9761,4,6
17304,Femenino,Docente,Florida,DGEIP,2020,152,148,1575,2,0
17304,Femenino,Docente,Florida,DGES,2020,152,148,1575,2,0
17308,Femenino,Docente,Florida,DGEIP,2020,14,0,13,0,0
17308,Femenino,Docente,Florida,DGES,2020,14,0,13,0,0
17309,Femenino,Docente,Florida,DGEIP,2020,158,24,537,7,14
17312,Femenino,Docente,Florida,DGEIP,2020,172,260,1457,0,0
17312,Femenino,Docente,Florida,DGES,2020,172,260,1457,0,0
17326,Femenino,Docente,Florida,DGEIP,2020,111,399,1019,0,0
17327,Femenino,Docente,Florida,DGEIP,2020,162,420,1656,1,1
17328,Femenino,Docente,Florida,DGEIP,2020,9,0,35,0,0
17329,Femenino,Docente,Canelones,DGEIP,2020,59,60,761,6,10
17331,Femenino,Docente,Canelones,DGEIP,2020,139,637,1357,2,1
17337,Femenino,Docente,Florida,DGEIP,2020,98,37,240,4,2
17338,Femenino,Docente,Florida,DGEIP,2020,157,314,3616,4,3
17339,Femenino,Docente,Rocha,DGEIP,2020,1,0,1,0,0
17361,Femenino,Docente,Florida,DGEIP,2020,168,291,1726,3,2
17362,Femenino,Docente,Florida,DGEIP,2020,65,15,466,18,23
17364,Femenino,Docente,Florida,DGEIP,2020,163,760,2027,1,2
17375,Femenino,Docente,Florida,DGEIP,2020,0,0,0,0,0
17376,Femenino,Docente,Florida,DGEIP,2020,83,40,463,1,1
17379,Femenino,Docente,Florida,DGEIP,2020,164,330,2858,0,0
17380,Femenino,Docente,Florida,DGEIP,2020,0,0,0,0,0
17384,Femenino,Docente,Florida,DGES,2020,104,165,636,0,0
17385,Femenino,Docente,Florida,DGEIP,2020,95,104,749,2,3
17386,Femenino,Docente,Florida,DGEIP,2020,148,233,1339,4,7
17394,Femenino,Docente,Florida,DGEIP,2020,100,6,734,2,2
17395,Femenino,Docente,Canelones,DGEIP,2020,1,0,1,0,0
17404,Femenino,Docente,Florida,DGEIP,2020,1,0,1,0,0
17410,Femenino,Docente,Florida,DGEIP,2020,163,2050,3630,0,0
17414,Femenino,Docente,Florida,DGEIP,2020,7,0,8,4,1
17416,Femenino,Docente,Florida,DGEIP,2020,133,277,5769,0,0
17431,Femenino,Docente,Florida,DGEIP,2020,0,0,0,0,0
17433,Femenino,Docente,Florida,DGEIP,2020,10,0,18,0,0
17435,Femenino,Docente,Maldonado,DGEIP,2020,164,303,1438,2,2
17447,Femenino,Docente,Florida,DGEIP,2020,20,22,83,0,0
17450,Femenino,Docente,Florida,DGEIP,2020,8,3,23,0,0
17454,Femenino,Docente,Florida,DGEIP,2020,20,6,84,7,5
17458,Femenino,Docente,Florida,DGEIP,2020,0,0,0,0,0
17469,Femenino,Docente,Florida,DGES,2020,170,1060,2583,1,0
17469,Femenino,Docente,Florida,DGEIP,2020,170,1060,2583,1,0
17472,Femenino,Docente,Florida,DGEIP,2020,156,68,1025,3,8
17473,Femenino,Docente,Florida,DGEIP,2020,69,193,486,2,4
17475,Femenino,Docente,Florida,DGEIP,2020,187,388,1190,1,1
17481,Femenino,Docente,Florida,DGEIP,2020,28,7,109,0,0
17482,Femenino,Docente,Canelones,DGEIP,2020,40,71,183,0,0
17483,Femenino,Docente,Florida,DGEIP,2020,106,69,1127,0,0
17484,Femenino,Docente,Florida,DGEIP,2020,8,0,13,3,16
17491,Femenino,Docente,Canelones,DGEIP,2020,0,0,0,0,0
17495,Femenino,Docente,Florida,DGEIP,2020,51,1,185,3,0
17497,Femenino,Docente,Florida,DGEIP,2020,29,0,93,0,0
17502,Femenino,Docente,Florida,DGEIP,2020,0,0,0,0,0
17509,Femenino,Docente,Florida,DGEIP,2020,0,0,0,0,0
17517,Femenino,Docente,Florida,DGEIP,2020,138,72,1114,6,9
17522,Femenino,Docente,Florida,DGEIP,2020,12,0,71,1,1
17528,Femenino,Docente,Florida,DGEIP,2020,127,151,1335,3,2
17538,Femenino,Docente,Florida,DGEIP,2020,223,568,5495,4,0
17541,Femenino,Docente,Florida,DGEIP,2020,127,46,731,16,13
17544,Femenino,Docente,Florida,DGEIP,2020,62,142,418,0,0
17550,Femenino,Docente,Florida,DGEIP,2020,52,148,538,0,0
17552,Femenino,Docente,Florida,DGEIP,2020,97,47,492,1,1
17567,Femenino,Docente,Florida,DGEIP,2020,33,63,154,0,0
17571,Femenino,Docente,Florida,DGEIP,2020,17,84,140,1,1
17571,Femenino,Docente,Florida,DGES,2020,17,84,140,1,1
17572,Femenino,Docente,Florida,DGEIP,2020,0,0,0,0,0
17575,Femenino,Docente,Florida,DGEIP,2020,211,192,6543,0,0
17576,Femenino,Docente,Florida,DGEIP,2020,131,1506,3185,1,0
17585,Femenino,Docente,Florida,DGEIP,2020,147,398,2728,2,1
17586,Femenino,Docente,Florida,DGEIP,2020,1,0,1,1,2
17587,Femenino,Docente,Florida,DGEIP,2020,26,0,112,0,0
17588,Femenino,Docente,Florida,DGEIP,2020,158,609,2729,0,0
17590,Femenino,Docente,Florida,DGEIP,2020,153,187,4176,0,0
17592,Femenino,Docente,Florida,DGEIP,2020,226,49,898,2,6
17593,Femenino,Docente,Florida,DGEIP,2020,67,9,363,7,5
17595,Masculino,Docente,Florida,DGEIP,2020,151,304,831,3,1
17597,Femenino,Docente,Florida,DGEIP,2020,111,246,1288,0,0
17598,Femenino,Docente,Florida,DGEIP,2020,24,1,65,0,0
17599,Femenino,Docente,Florida,DGEIP,2020,26,9,108,0,0
17603,Femenino,Docente,Canelones,DGEIP,2020,0,0,0,0,0
17604,Femenino,Docente,Florida,DGEIP,2020,160,136,855,9,6
17606,Femenino,Docente,Florida,DGEIP,2020,156,73,2935,8,29
17609,Femenino,Docente,Durazno,DGEIP,2020,65,24,473,1,0
17610,Masculino,Docente,Florida,DGEIP,2020,0,0,0,0,0
17612,Femenino,Docente,Florida,DGEIP,2020,8,0,10,0,0
17613,Femenino,Docente,Florida,DGEIP,2020,171,64,5558,7,7
17616,Femenino,Docente,Florida,DGEIP,2020,95,8,2285,7,7
17619,Femenino,Docente,Florida,DGEIP,2020,0,0,0,0,0
17635,Femenino,Docente,Canelones,DGEIP,2020,138,218,1110,0,0
17640,Femenino,Docente,Florida,DGEIP,2020,21,2,139,0,0
17641,Femenino,Docente,Florida,DGEIP,2020,1,0,1,0,0
17644,Femenino,Docente,Canelones,DGEIP,2020,153,519,1330,0,0
17647,Femenino,Docente,Florida,DGEIP,2020,205,171,3300,3,2
17650,Femenino,Docente,Florida,DGEIP,2020,111,1,207,4,9
17652,Femenino,Docente,Florida,DGEIP,2020,7,0,82,0,0
17654,Femenino,Docente,Florida,DGEIP,2020,198,126,1563,9,2
17657,Femenino,Docente,Florida,DGEIP,2020,0,0,0,0,0
17658,Femenino,Docente,Florida,DGEIP,2020,53,301,515,1,1
17660,Femenino,Docente,Florida,DGEIP,2020,142,79,927,0,0
17661,Femenino,Docente,Florida,DGEIP,2020,122,126,1882,5,4
17662,Femenino,Docente,Florida,DGEIP,2020,38,13,194,0,0
17663,Femenino,Docente,Florida,DGEIP,2020,145,310,1308,2,0
17666,Femenino,Docente,Florida,DGEIP,2020,89,743,2049,5,4
17669,Femenino,Docente,Canelones,DGEIP,2020,85,424,1711,0,0
17670,Femenino,Docente,Florida,DGEIP,2020,83,27,629,1,0
17671,Femenino,Docente,Florida,DGEIP,2020,0,0,0,0,0
17672,Femenino,Docente,Florida,DGEIP,2020,15,0,23,1,1
17687,Femenino,Docente,Florida,DGEIP,2020,87,101,682,0,0
17694,Femenino,Docente,Florida,DGEIP,2020,32,14,78,0,0
17695,Femenino,Docente,Florida,DGEIP,2020,175,119,2046,0,0
17697,Femenino,Docente,Florida,DGEIP,2020,0,0,0,0,0
17702,Femenino,Docente,Florida,DGEIP,2020,94,134,484,4,1
17703,Femenino,Docente,Florida,DGEIP,2020,3,0,4,0,0
17706,Femenino,Docente,Florida,DGEIP,2020,131,34,1039,0,0
17707,Femenino,Docente,Florida,DGEIP,2020,81,334,893,0,0
17707,Femenino,Docente,Florida,DGES,2020,81,334,893,0,0
17708,Femenino,Docente,Florida,DGEIP,2020,165,239,1511,24,18
17710,Femenino,Docente,Canelones,DGEIP,2020,128,30,802,1,0
17714,Femenino,Docente,Florida,DGEIP,2020,27,10,71,0,0
17734,Femenino,Docente,Florida,DGEIP,2020,122,42,1979,0,0
17740,Femenino,Docente,Montevideo,DGEIP,2020,90,86,453,1,2
17748,Femenino,Docente,Florida,DGEIP,2020,47,36,305,0,0
17751,Femenino,Docente,Florida,DGEIP,2020,33,3,115,0,0
17753,Femenino,Docente,Florida,DGEIP,2020,8,0,33,0,0
17756,Femenino,Docente,Florida,DGEIP,2020,46,32,203,0,0
17768,Femenino,Docente,Canelones,DGEIP,2020,5,1,148,2,2
17780,Femenino,Docente,Florida,DGEIP,2020,149,569,3923,2,3
17820,Femenino,Docente,Florida,DGEIP,2020,0,0,0,0,0
17826,Femenino,Docente,Florida,DGES,2020,126,292,2538,0,0
17852,Femenino,Docente,Canelones,DGEIP,2020,13,13,73,0,0
17853,Femenino,Docente,Florida,DGEIP,2020,190,125,987,3,1
17855,Femenino,Docente,Florida,DGEIP,2020,4,0,4,0,0
17990,Femenino,Docente,Florida,DGEIP,2020,49,95,647,0,0
17991,Femenino,Docente,Florida,DGEIP,2020,0,0,0,0,0
18031,Femenino,Docente,Florida,DGEIP,2020,118,791,2860,0,0
18103,Femenino,Docente,Florida,DGEIP,2020,145,51,2143,2,3
18119,Masculino,Docente,Florida,DGES,2020,4,0,7,0,0
18124,Femenino,Docente,Canelones,DGEIP,2020,67,201,443,0,0
18130,Femenino,Docente,Florida,DGEIP,2020,27,31,154,0,0
18131,Femenino,Docente,Florida,DGEIP,2020,96,13,176,0,0
18135,Femenino,Docente,Florida,DGEIP,2020,5,0,9,0,0
18171,Femenino,Docente,Florida,DGEIP,2020,2,0,2,0,0
18172,Femenino,Docente,Florida,DGEIP,2020,63,0,261,0,0
18173,Femenino,Docente,Florida,DGEIP,2020,66,43,299,0,0
18174,Femenino,Docente,Florida,DGEIP,2020,3,0,5,0,0
18175,Femenino,Docente,Florida,DGEIP,2020,6,0,9,0,0
18199,Femenino,Docente,Florida,DGEIP,2020,172,585,2486,0,0
18217,Femenino,Docente,Florida,DGES,2020,76,16,235,0,0
18257,Femenino,Docente,Florida,DGEIP,2020,49,47,211,0,0
18264,Femenino,Docente,Canelones,DGEIP,2020,63,18,124,0,0
18267,Femenino,Docente,Florida,DGEIP,2020,87,22,375,0,0
18268,Femenino,Docente,Florida,DGEIP,2020,106,144,815,1,0
18269,Femenino,Docente,Canelones,DGEIP,2020,62,177,764,0,0
18274,Femenino,Docente,Florida,DGEIP,2020,34,2,138,0,0
18275,Femenino,Docente,Florida,DGEIP,2020,84,138,322,0,0
18288,Femenino,Docente,Florida,DGEIP,2020,120,225,683,0,0
18289,Femenino,Docente,Canelones,DGEIP,2020,154,349,2591,3,2
18325,Femenino,Docente,Florida,DGEIP,2020,43,17,89,0,0
18399,Femenino,Docente,Durazno,DGEIP,2020,136,19,440,0,0
18400,Femenino,Docente,Florida,DGEIP,2020,79,20,375,1,1
18469,Femenino,Docente,Montevideo,DGEIP,2020,135,105,2810,0,0
18479,Femenino,Docente,Florida,DGEIP,2020,106,23,899,6,6
18588,Femenino,Docente,Florida,DGETP,2020,21,1,89,0,0
18608,Femenino,Docente,Florida,DGEIP,2020,19,12,171,0,0
18624,Femenino,Docente,Flores,DGEIP,2020,139,97,2471,1,1
18625,Femenino,Docente,Flores,DGEIP,2020,67,245,692,0,0
18629,Femenino,Docente,Flores,DGEIP,2020,172,418,2132,4,4
18631,Femenino,Docente,Flores,DGEIP,2020,244,799,4700,0,0
18633,Femenino,Docente,Flores,DGEIP,2020,1,0,1,0,0
18638,Femenino,Docente,Flores,DGEIP,2020,94,85,1242,2,2
18641,Femenino,Docente,Flores,DGES,2020,81,281,713,0,0
18648,Femenino,Docente,Flores,DGEIP,2020,62,31,417,3,5
18652,Masculino,Docente,Flores,DGEIP,2020,103,1185,1921,6,9
18653,Femenino,Docente,Flores,DGEIP,2020,180,435,1162,1,2
18653,Femenino,Docente,Flores,DGES,2020,180,435,1162,1,2
18656,Femenino,Docente,San Jose,DGEIP,2020,23,24,74,0,0
18664,Femenino,Docente,Flores,DGEIP,2020,97,9,711,1,0
18666,Femenino,Docente,Flores,DGEIP,2020,60,6,116,0,0
18667,Femenino,Docente,Florida,DGEIP,2020,15,0,27,1,1
18668,Femenino,Docente,Flores,DGEIP,2020,20,4,58,26,13
18669,Femenino,Docente,Flores,DGEIP,2020,63,7,486,1,1
18670,Femenino,Docente,Flores,DGEIP,2020,148,50,2967,1,1
18672,Femenino,Docente,Flores,DGEIP,2020,6,0,8,0,0
18673,Femenino,Docente,Flores,DGEIP,2020,102,38,433,1,1
18674,Femenino,Docente,Flores,DGETP,2020,110,352,942,5,4
18674,Femenino,Docente,Flores,DGEIP,2020,110,352,942,5,4
18676,Femenino,Docente,Flores,DGEIP,2020,82,30,383,0,0
18688,Femenino,Docente,Flores,DGEIP,2020,161,417,2388,0,0
18693,Femenino,Docente,Flores,DGEIP,2020,25,3,98,0,0
18700,Femenino,Docente,Flores,DGEIP,2020,12,0,53,1,2
18701,Femenino,Docente,Flores,DGETP,2020,50,18,117,0,0
18704,Femenino,Docente,Maldonado,DGEIP,2020,90,14,198,0,0
18705,Femenino,Docente,Flores,DGEIP,2020,88,52,547,0,0
18709,Femenino,Docente,Flores,DGEIP,2020,100,68,664,1,1
18711,Femenino,Docente,Flores,DGES,2020,213,1754,3963,0,0
18711,Femenino,Docente,Flores,DGEIP,2020,213,1754,3963,0,0
18712,Femenino,Docente,Canelones,DGES,2020,6,0,7,0,0
18720,Femenino,Docente,Colonia,DGEIP,2020,134,28,1060,1,1
18721,Femenino,Docente,Colonia,DGEIP,2020,77,3,132,0,0
18722,Femenino,Docente,Colonia,DGEIP,2020,0,0,0,0,0
18731,Femenino,Docente,Colonia,DGEIP,2020,16,2,28,1,1
18732,Femenino,Docente,Colonia,DGEIP,2020,123,89,1440,0,0
18733,Femenino,Docente,Colonia,DGEIP,2020,14,0,33,1,1
18735,Femenino,Docente,Colonia,DGEIP,2020,185,66,674,3,1
18738,Femenino,Docente,Colonia,DGEIP,2020,58,3,147,0,0
18741,Femenino,Docente,Maldonado,DGEIP,2020,1,0,1,0,0
18743,Femenino,Docente,San Jose,DGEIP,2020,68,21,204,0,0
18747,Femenino,Docente,Colonia,DGEIP,2020,174,50,477,1,0
18751,Femenino,Docente,Colonia,DGEIP,2020,143,122,1253,1,0
18753,Femenino,Docente,Colonia,DGEIP,2020,153,853,2171,0,0
18773,Femenino,Docente,Colonia,DGEIP,2020,185,2014,4927,4,2
18776,Femenino,Docente,Colonia,DGEIP,2020,30,26,117,0,0
18778,Femenino,Docente,Colonia,DGEIP,2020,82,309,1506,0,0
18780,Femenino,Docente,Colonia,DGEIP,2020,289,190,4218,5,4
18781,Femenino,Docente,Colonia,DGEIP,2020,179,215,3321,3,5
18783,Femenino,Docente,Colonia,DGEIP,2020,75,268,1468,0,0
18785,Femenino,Docente,Colonia,DGEIP,2020,42,19,302,0,0
18806,Femenino,Docente,Colonia,DGEIP,2020,48,2,144,0,0
18809,Femenino,Docente,Soriano,DGEIP,2020,202,382,2574,12,7
18813,Femenino,Docente,Colonia,DGEIP,2020,61,8,308,3,2
18819,Femenino,Docente,Colonia,DGEIP,2020,86,61,393,1,1
18822,Femenino,Docente,Colonia,DGEIP,2020,32,5,107,2,0
18824,Femenino,Docente,Colonia,DGETP,2020,205,245,2582,1,1
18826,Masculino,Docente,Soriano,DGES,2020,83,9,543,0,0
18829,Femenino,Docente,Colonia,DGEIP,2020,10,0,21,3,3
18837,Femenino,Docente,Colonia,DGEIP,2020,14,5,42,2,0
18843,Femenino,Docente,Colonia,DGEIP,2020,8,3,42,0,0
18849,Femenino,Docente,Colonia,DGEIP,2020,48,0,149,0,0
18851,Femenino,Docente,Colonia,DGEIP,2020,97,1,333,0,0
18855,Masculino,Docente,Colonia,DGEIP,2020,34,0,118,1,1
18856,Femenino,Docente,Colonia,DGEIP,2020,110,15,689,39,31
18862,Femenino,Docente,Colonia,DGEIP,2020,5,0,22,0,0
18866,Femenino,Docente,Colonia,DGEIP,2020,103,13,369,6,5
18874,Masculino,Docente,Flores,DGEIP,2020,21,1,122,0,0
18875,Femenino,Docente,Colonia,DGEIP,2020,234,47,3105,8,8
18894,Femenino,Docente,Flores,DGEIP,2020,191,149,6338,0,0
18895,Femenino,Docente,Flores,DGEIP,2020,133,125,967,1,1
18896,Femenino,Docente,Flores,DGEIP,2020,174,30,889,20,11
18898,Femenino,Docente,Flores,DGEIP,2020,82,15,165,1,2
18899,Femenino,Docente,Flores,DGEIP,2020,8,0,17,4,4
18900,Masculino,Docente,Flores,DGEIP,2020,114,85,927,6,7
18901,Femenino,Docente,Flores,DGEIP,2020,185,382,1749,1,1
18902,Femenino,Docente,Flores,DGEIP,2020,70,3,683,3,4
18903,Femenino,Docente,Flores,DGEIP,2020,40,6,126,1,1
18904,Femenino,Docente,Rio Negro,DGEIP,2020,60,145,455,0,0
18905,Femenino,Docente,Flores,DGEIP,2020,110,25,489,1,1
18906,Femenino,Docente,Flores,DGEIP,2020,128,69,2372,10,9
18907,Femenino,Docente,Flores,DGETP,2020,64,30,604,1,0
18908,Femenino,Docente,Flores,DGEIP,2020,200,40,1110,75,153
18910,Femenino,Docente,Flores,DGES,2020,172,281,7169,1,0
18912,Femenino,Docente,Flores,DGEIP,2020,106,213,1107,2,2
18913,Femenino,Docente,Flores,DGEIP,2020,142,131,1024,0,0
18914,Femenino,Docente,Flores,DGEIP,2020,169,93,1420,2,2
18915,Femenino,Docente,Flores,DGEIP,2020,3,0,4,0,0
18916,Femenino,Docente,Flores,DGEIP,2020,1,0,4,0,0
18917,Femenino,Docente,Canelones,DGES,2020,34,10,83,1,0
18919,Masculino,Docente,Flores,DGETP,2020,89,14,634,0,0
18923,Femenino,Docente,Soriano,DGEIP,2020,171,1019,3691,18,7
18925,Femenino,Docente,Flores,DGEIP,2020,0,0,0,1,0
18926,Femenino,Docente,Flores,DGEIP,2020,2,0,4,4,0
18927,Femenino,Docente,Flores,DGEIP,2020,93,214,471,0,0
18928,Femenino,Docente,Flores,DGEIP,2020,218,82,5641,4,3
18934,Femenino,Docente,Flores,DGEIP,2020,50,0,569,0,0
18936,Femenino,Docente,Flores,DGEIP,2020,131,72,1262,11,11
18938,Femenino,Docente,Flores,DGEIP,2020,182,182,3326,2,1
18940,Femenino,Docente,Flores,DGEIP,2020,130,5,869,1,3
18941,Femenino,Docente,Flores,DGEIP,2020,0,0,0,0,0
18942,Femenino,Docente,Flores,DGEIP,2020,84,21,264,2,1
18943,Femenino,Docente,Flores,DGEIP,2020,185,728,2014,19,39
18944,Femenino,Docente,Flores,DGEIP,2020,248,181,4647,2,2
18945,Femenino,Docente,Flores,DGEIP,2020,0,0,0,0,0
18947,Femenino,Docente,Flores,DGEIP,2020,35,0,114,1,0
18948,Femenino,Docente,Flores,DGEIP,2020,162,367,1306,0,0
18954,Femenino,Docente,Flores,DGEIP,2020,52,14,264,0,0
18955,Femenino,Docente,Montevideo,DGEIP,2020,73,43,276,2,2
18958,Femenino,Docente,Flores,DGEIP,2020,128,161,937,6,2
18959,Femenino,Docente,Flores,DGEIP,2020,99,36,504,0,0
18962,Femenino,Docente,Flores,DGEIP,2020,146,14,948,4,2
18968,Femenino,Docente,Flores,DGEIP,2020,12,1,156,0,0
18970,Femenino,Docente,Flores,DGEIP,2020,178,493,8419,3,1
18975,Femenino,Docente,Durazno,DGEIP,2020,90,61,598,1,0
18976,Femenino,Docente,Flores,DGEIP,2020,13,4,59,1,1
18979,Femenino,Docente,Flores,DGEIP,2020,71,241,1084,0,0
18981,Femenino,Docente,Flores,DGEIP,2020,20,1,107,0,0
18984,Femenino,Docente,Flores,DGEIP,2020,61,1,264,5,3
18990,Femenino,Docente,Flores,DGEIP,2020,83,51,553,5,4
18994,Femenino,Docente,Colonia,DGEIP,2020,126,1222,2631,9,8
18997,Femenino,Docente,Colonia,DGEIP,2020,0,0,0,0,0
18998,Femenino,Docente,Colonia,DGEIP,2020,101,1627,2572,1,1
19002,Femenino,Docente,Colonia,DGEIP,2020,210,937,5079,4,4
19003,Femenino,Docente,Colonia,DGEIP,2020,156,52,751,5,2
19004,Femenino,Docente,Colonia,DGEIP,2020,210,862,2688,11,15
19005,Femenino,Docente,Colonia,DGEIP,2020,113,330,929,0,0
19006,Femenino,Docente,Colonia,DGEIP,2020,0,0,0,0,0
19007,Femenino,Docente,Maldonado,DGEIP,2020,17,3,40,0,0
19008,Femenino,Docente,Montevideo,DGEIP,2020,70,21,274,1,2
