Id persona,Sexo,Rol,Departamento,Subsistema,Año lectivo,Cantidad de días ingreso a CREA,Cantidad de Comentarios posteados,Cantidad de Acciones totales,Cantidad de días de ingreso a Biblioteca,Cantidad de préstamos en biblioteca
12613,Femenino,Docente,Florida,DGEIP,2021,50,366,1024,0,0
12622,Femenino,Docente,Florida,DGES,2021,140,200,1141,0,0
12628,Femenino,Docente,Florida,DGEIP,2021,42,167,351,0,0
12663,Femenino,Docente,Florida,DGEIP,2021,0,0,0,0,0
12721,Femenino,Docente,Canelones,DGETP,2021,146,337,2202,5,3
12721,Femenino,Docente,Canelones,DGES,2021,146,337,2202,5,3
12760,Femenino,Docente,Canelones,DGEIP,2021,223,694,3097,2,2
12893,Femenino,Docente,Canelones,DGEIP,2021,142,513,1687,0,0
12972,Femenino,Docente,Florida,DGES,2021,115,134,1162,6,3
12988,Masculino,Docente,San Jose,DGETP,2021,97,221,1238,0,0
12988,Masculino,Docente,San Jose,DGES,2021,97,221,1238,0,0
13018,Femenino,Docente,Florida,DGEIP,2021,17,0,48,1,3
13064,Femenino,Docente,Lavalleja,DGES,2021,194,140,1255,12,3
13217,Masculino,Docente,Salto,DGES,2021,148,391,863,0,0
13253,Masculino,Docente,Florida,DGEIP,2021,56,175,386,1,1
13272,Femenino,Docente,Canelones,DGES,2021,187,134,2202,19,6
13288,Femenino,Docente,Canelones,DGEIP,2021,179,142,1175,1,1
13308,Masculino,Docente,Florida,DGES,2021,67,12,549,0,0
13311,Femenino,Docente,Florida,DGES,2021,176,25,779,0,0
13312,Femenino,Docente,Florida,DGES,2021,106,33,491,3,3
13371,Femenino,Docente,Montevideo,DGEIP,2021,162,353,2126,1,2
13420,Femenino,Docente,Colonia,DGEIP,2021,0,0,0,0,0
13577,Masculino,Docente,San Jose,DGES,2021,159,156,1244,1,0
13683,Femenino,Docente,Florida,DGES,2021,99,205,816,0,0
13700,Femenino,Docente,Florida,DGEIP,2021,11,0,10,0,0
13816,Masculino,Docente,Florida,DGES,2021,104,30,431,0,0
13826,Femenino,Docente,Florida,DGES,2021,101,507,1425,0,0
13861,Femenino,Docente,Canelones,DGEIP,2021,86,181,1718,1,1
13950,Femenino,Docente,Durazno,DGEIP,2021,1,0,1,0,0
13975,Masculino,Docente,Florida,DGES,2021,62,52,168,6,3
13997,Femenino,Docente,Montevideo,DGEIP,2021,8,0,47,0,0
14007,Femenino,Docente,Florida,DGES,2021,179,88,1027,0,0
14009,Femenino,Docente,Florida,DGES,2021,123,117,816,1,0
14028,Femenino,Docente,Florida,DGES,2021,93,87,443,5,4
14151,Femenino,Docente,Canelones,DGETP,2021,153,44,1067,15,5
14151,Femenino,Docente,Florida,DGES,2021,153,44,1067,15,5
14182,Femenino,Docente,Durazno,DGETP,2021,3,0,4,0,0
14235,Femenino,Docente,Florida,DGES,2021,107,420,1239,0,0
14439,Femenino,Docente,Canelones,DGEIP,2021,38,1,210,1,1
14449,Femenino,Docente,Canelones,DGEIP,2021,0,0,0,0,0
14456,Femenino,Docente,Canelones,DGEIP,2021,87,39,816,0,0
14482,Femenino,Docente,Florida,DGEIP,2021,58,5,316,0,0
14490,Femenino,Docente,Florida,DGEIP,2021,0,0,0,3,2
14654,Masculino,Docente,Florida,DGES,2021,6,0,8,4,1
14708,Femenino,Docente,Canelones,DGETP,2021,162,26,1328,0,0
14708,Femenino,Docente,Canelones,DGES,2021,162,26,1328,0,0
14709,Femenino,Docente,Florida,DGEIP,2021,116,25,893,0,0
14746,Femenino,Docente,Florida,DGES,2021,95,52,429,2,1
14827,Masculino,Docente,Canelones,DGES,2021,0,0,0,0,0
14846,Masculino,Docente,Florida,DGES,2021,116,111,1051,0,0
14862,Femenino,Docente,Canelones,DGEIP,2021,29,37,239,0,0
14867,Masculino,Docente,San Jose,DGES,2021,72,47,482,0,0
14869,Masculino,Docente,Lavalleja,DGES,2021,128,16,1153,11,5
14923,Femenino,Docente,Florida,DGES,2021,183,63,812,0,0
14946,Femenino,Docente,Florida,DGES,2021,100,114,483,69,6
15037,Masculino,Docente,Florida,DGES,2021,1,0,5,0,0
15081,Masculino,Docente,Florida,DGES,2021,29,0,161,4,2
15089,Femenino,Docente,Florida,DGEIP,2021,72,15,161,0,0
15105,Femenino,Docente,Florida,DGES,2021,27,5,95,1,3
15245,Femenino,Docente,Canelones,DGEIP,2021,86,21,452,2,2
15301,Femenino,Docente,Florida,DGEIP,2021,0,0,0,0,0
15311,Femenino,Docente,Canelones,DGEIP,2021,3,0,5,0,0
15369,Femenino,Docente,Florida,DGES,2021,111,1114,2720,0,0
15387,Femenino,Docente,Canelones,DGEIP,2021,38,30,293,0,0
15714,Masculino,Docente,Florida,DGES,2021,27,10,72,0,0
15837,Femenino,Docente,Canelones,DGEIP,2021,6,2,22,0,0
15933,Femenino,Docente,Florida,DGES,2021,17,21,397,14,4
15984,Femenino,Docente,Florida,DGES,2021,16,0,236,0,0
16212,Masculino,Docente,Florida,DGES,2021,202,145,1431,3,2
16285,Femenino,Docente,Florida,DGES,2021,174,509,2703,0,0
16285,Femenino,Docente,Florida,DGETP,2021,174,509,2703,0,0
16303,Femenino,Docente,Florida,DGEIP,2021,48,130,549,4,2
16307,Femenino,Docente,Canelones,DGEIP,2021,147,653,1300,0,0
16518,Femenino,Docente,Canelones,DGEIP,2021,60,163,519,0,0
16525,Femenino,Docente,Canelones,DGEIP,2021,27,55,205,3,2
16728,Masculino,Docente,Florida,DGES,2021,103,93,541,2,2
16818,Femenino,Docente,Florida,DGEIP,2021,16,10,82,2,2
16847,Masculino,Docente,Florida,DGES,2021,55,49,267,0,0
17075,Masculino,Docente,Florida,DGEIP,2021,65,16,1286,0,0
17275,Femenino,Docente,Florida,DGEIP,2021,19,0,33,0,0
17279,Femenino,Docente,Florida,DGEIP,2021,176,296,2177,5,17
17281,Femenino,Docente,Florida,DGEIP,2021,0,0,0,0,0
17285,Femenino,Docente,Florida,DGEIP,2021,2,0,5,0,0
17286,Femenino,Docente,Florida,DGEIP,2021,0,0,0,0,0
17294,Femenino,Docente,Florida,DGEIP,2021,197,2014,5065,1,0
17295,Femenino,Docente,Florida,DGEIP,2021,100,466,1455,0,0
17297,Femenino,Docente,Florida,DGEIP,2021,146,1134,2404,23,10
17299,Masculino,Docente,Florida,DGEIP,2021,68,21,261,0,0
17300,Femenino,Docente,Florida,DGEIP,2021,194,516,1581,18,4
17302,Femenino,Docente,Colonia,DGEIP,2021,110,223,1229,124,13
17303,Femenino,Docente,Florida,DGEIP,2021,145,291,2903,3,1
17304,Femenino,Docente,Florida,DGES,2021,142,56,1525,1,1
17304,Femenino,Docente,Montevideo,DGEIP,2021,142,56,1525,1,1
17308,Femenino,Docente,Florida,DGES,2021,42,186,416,0,0
17308,Femenino,Docente,Florida,DGEIP,2021,42,186,416,0,0
17309,Femenino,Docente,Florida,DGEIP,2021,152,491,1201,11,30
17312,Femenino,Docente,Florida,DGEIP,2021,86,75,620,0,0
17323,Femenino,Docente,Florida,DGEIP,2021,0,0,0,0,0
17326,Femenino,Docente,Florida,DGEIP,2021,82,54,482,0,0
17327,Femenino,Docente,Florida,DGEIP,2021,50,19,688,0,0
17328,Femenino,Docente,Florida,DGEIP,2021,55,0,202,0,0
17329,Femenino,Docente,Canelones,DGEIP,2021,63,565,1205,1,2
17331,Femenino,Docente,Canelones,DGEIP,2021,84,615,953,0,0
17337,Femenino,Docente,Florida,DGEIP,2021,61,42,156,2,2
17338,Femenino,Docente,San Jose,DGEIP,2021,122,116,2326,3,1
17339,Femenino,Docente,Canelones,DGEIP,2021,81,675,1718,0,0
17361,Femenino,Docente,Florida,DGEIP,2021,129,215,875,2,1
17362,Femenino,Docente,Florida,DGEIP,2021,88,25,793,5,4
17364,Femenino,Docente,Florida,DGEIP,2021,124,145,1619,3,5
17367,Femenino,Docente,Florida,DGEIP,2021,0,0,0,0,0
17375,Femenino,Docente,Florida,DGEIP,2021,13,1,27,0,0
17376,Femenino,Docente,Florida,DGEIP,2021,45,34,282,0,0
17379,Femenino,Docente,Florida,DGEIP,2021,98,152,1404,0,0
17380,Femenino,Docente,Florida,DGEIP,2021,0,0,0,0,0
17384,Femenino,Docente,Florida,DGES,2021,82,98,390,0,0
17385,Femenino,Docente,Florida,DGEIP,2021,36,68,179,0,0
17386,Femenino,Docente,Florida,DGEIP,2021,129,209,994,4,4
17394,Femenino,Docente,Florida,DGEIP,2021,89,19,439,5,4
17395,Femenino,Docente,Canelones,DGEIP,2021,1,0,30,0,0
17396,Femenino,Docente,Montevideo,DGEIP,2021,45,27,205,0,0
17404,Femenino,Docente,Florida,DGEIP,2021,0,0,0,0,0
17410,Femenino,Docente,Florida,DGEIP,2021,181,2904,5494,0,0
17414,Femenino,Docente,Florida,DGEIP,2021,3,0,5,0,0
17416,Femenino,Docente,Canelones,DGEIP,2021,163,751,5434,0,0
17431,Femenino,Docente,Florida,DGEIP,2021,0,0,0,0,0
17433,Femenino,Docente,Florida,DGEIP,2021,12,0,24,0,0
17435,Femenino,Docente,Treinta Y Tres,DGEIP,2021,146,193,1314,0,0
17450,Femenino,Docente,Florida,DGEIP,2021,3,0,4,0,0
17454,Femenino,Docente,Florida,DGEIP,2021,6,4,31,0,0
17469,Femenino,Docente,Florida,DGEIP,2021,149,611,2389,0,0
17469,Femenino,Docente,Florida,DGES,2021,149,611,2389,0,0
17472,Femenino,Docente,Florida,DGEIP,2021,125,6,856,0,0
17473,Femenino,Docente,Florida,DGEIP,2021,41,14,142,6,3
17475,Femenino,Docente,Florida,DGEIP,2021,156,1267,2235,0,0
17481,Femenino,Docente,Florida,DGEIP,2021,1,0,1,0,0
17482,Femenino,Docente,Canelones,DGEIP,2021,0,0,0,0,0
17483,Femenino,Docente,Florida,DGEIP,2021,119,794,3159,5,3
17484,Femenino,Docente,Florida,DGEIP,2021,29,58,169,0,0
17491,Femenino,Docente,Canelones,DGEIP,2021,0,0,0,0,0
17495,Femenino,Docente,Florida,DGEIP,2021,60,11,247,0,0
17497,Femenino,Docente,Florida,DGEIP,2021,80,68,889,7,2
17509,Femenino,Docente,Florida,DGEIP,2021,0,0,0,0,0
17517,Femenino,Docente,Florida,DGEIP,2021,171,26,2183,5,4
17522,Femenino,Docente,Florida,DGEIP,2021,1,0,1,0,0
17528,Femenino,Docente,Florida,DGEIP,2021,177,132,3098,3,3
17538,Femenino,Docente,Florida,DGEIP,2021,107,12,1291,5,4
17541,Femenino,Docente,Rivera,DGEIP,2021,154,41,1272,13,10
17544,Femenino,Docente,Florida,DGEIP,2021,43,191,360,0,0
17550,Femenino,Docente,Florida,DGEIP,2021,42,173,932,1,1
17552,Femenino,Docente,Florida,DGEIP,2021,32,9,106,0,0
17567,Femenino,Docente,Florida,DGEIP,2021,26,147,267,1,0
17569,Femenino,Docente,Florida,DGEIP,2021,172,104,670,1,1
17571,Femenino,Docente,Florida,DGES,2021,50,50,433,0,0
17572,Femenino,Docente,Florida,DGEIP,2021,0,0,0,0,0
17575,Femenino,Docente,Canelones,DGEIP,2021,188,31,5223,1,0
17576,Femenino,Docente,Florida,DGEIP,2021,73,608,1030,0,0
17585,Femenino,Docente,Florida,DGEIP,2021,85,331,1347,2,3
17586,Femenino,Docente,Florida,DGEIP,2021,3,2,13,0,0
17587,Femenino,Docente,Florida,DGEIP,2021,29,21,161,0,0
17588,Femenino,Docente,Florida,DGEIP,2021,129,769,3219,4,3
17590,Femenino,Docente,Salto,DGEIP,2021,122,195,3089,0,0
17592,Femenino,Docente,Florida,DGEIP,2021,159,24,785,2,2
17593,Femenino,Docente,Florida,DGEIP,2021,40,17,280,1,0
17595,Masculino,Docente,Florida,DGEIP,2021,145,117,961,4,2
17597,Femenino,Docente,Florida,DGEIP,2021,117,77,1191,15,8
17598,Femenino,Docente,Florida,DGEIP,2021,19,8,44,1,0
17603,Femenino,Docente,Canelones,DGEIP,2021,0,0,0,0,0
17604,Femenino,Docente,Florida,DGEIP,2021,2,0,2,0,0
17606,Femenino,Docente,Florida,DGEIP,2021,161,11,1813,18,4
17609,Femenino,Docente,Durazno,DGEIP,2021,107,58,365,0,0
17610,Masculino,Docente,Florida,DGEIP,2021,0,0,0,0,0
17612,Femenino,Docente,Florida,DGEIP,2021,0,0,0,0,0
17613,Femenino,Docente,Florida,DGEIP,2021,170,100,2783,10,7
17616,Femenino,Docente,Florida,DGEIP,2021,66,4,1965,1,0
17619,Femenino,Docente,Florida,DGEIP,2021,0,0,0,0,0
17635,Femenino,Docente,Canelones,DGEIP,2021,131,362,1226,1,0
17640,Femenino,Docente,Florida,DGEIP,2021,33,0,47,0,0
17644,Femenino,Docente,Canelones,DGEIP,2021,161,372,1134,0,0
17647,Femenino,Docente,Florida,DGEIP,2021,159,67,1416,3,1
17650,Femenino,Docente,Florida,DGEIP,2021,75,13,1084,1,1
17652,Femenino,Docente,Florida,DGEIP,2021,12,0,242,0,0
17654,Femenino,Docente,Canelones,DGEIP,2021,127,186,1999,6,2
17657,Femenino,Docente,Florida,DGEIP,2021,0,0,0,0,0
17658,Femenino,Docente,Florida,DGEIP,2021,94,659,933,8,1
17660,Femenino,Docente,Florida,DGEIP,2021,69,34,509,0,0
17661,Femenino,Docente,Florida,DGEIP,2021,10,0,14,0,0
17662,Femenino,Docente,Florida,DGEIP,2021,32,22,102,0,0
17663,Femenino,Docente,Florida,DGEIP,2021,101,155,1234,1,1
17666,Femenino,Docente,Florida,DGEIP,2021,107,1293,2996,8,3
17669,Femenino,Docente,Florida,DGEIP,2021,0,0,0,0,0
17670,Femenino,Docente,Florida,DGEIP,2021,40,5,264,0,0
17671,Femenino,Docente,Florida,DGEIP,2021,0,0,0,0,0
17672,Femenino,Docente,Florida,DGEIP,2021,8,0,11,0,0
17687,Femenino,Docente,Florida,DGEIP,2021,63,71,536,2,0
17694,Femenino,Docente,Florida,DGEIP,2021,0,0,0,0,0
17695,Femenino,Docente,Florida,DGEIP,2021,160,93,1113,1,1
17697,Femenino,Docente,Florida,DGEIP,2021,0,0,0,0,0
17702,Femenino,Docente,Florida,DGEIP,2021,76,140,509,0,0
17703,Femenino,Docente,Florida,DGEIP,2021,128,133,529,3,2
17706,Femenino,Docente,Florida,DGEIP,2021,162,180,2750,3,2
17707,Femenino,Docente,Florida,DGES,2021,0,0,0,0,0
17707,Femenino,Docente,Florida,DGEIP,2021,0,0,0,0,0
17708,Femenino,Docente,Florida,DGEIP,2021,29,2,43,0,0
17710,Femenino,Docente,Canelones,DGEIP,2021,74,367,1046,0,0
17714,Femenino,Docente,Florida,DGEIP,2021,37,2,65,0,0
17734,Femenino,Docente,Florida,DGEIP,2021,110,21,1661,0,0
17740,Femenino,Docente,Montevideo,DGEIP,2021,31,23,457,0,0
17748,Femenino,Docente,Florida,DGEIP,2021,0,0,0,0,0
17751,Femenino,Docente,Florida,DGEIP,2021,64,110,372,0,0
17753,Femenino,Docente,Florida,DGEIP,2021,49,54,282,0,0
17756,Femenino,Docente,Florida,DGEIP,2021,27,24,116,0,0
17768,Femenino,Docente,Canelones,DGEIP,2021,0,0,0,0,0
17780,Femenino,Docente,Salto,DGEIP,2021,22,114,693,1,0
17820,Femenino,Docente,Florida,DGEIP,2021,0,0,0,0,0
17826,Femenino,Docente,Florida,DGES,2021,83,70,837,1,1
17852,Femenino,Docente,Canelones,DGEIP,2021,0,0,0,0,0
17853,Femenino,Docente,Florida,DGEIP,2021,167,845,2551,33,8
17854,Femenino,Docente,Florida,DGEIP,2021,0,0,0,0,0
17855,Femenino,Docente,Florida,DGEIP,2021,17,0,210,3,1
17990,Femenino,Docente,Florida,DGEIP,2021,55,120,658,0,0
17991,Femenino,Docente,Florida,DGEIP,2021,0,0,0,0,0
18013,Femenino,Docente,Canelones,DGEIP,2021,29,76,200,0,0
18031,Femenino,Docente,Florida,DGEIP,2021,56,20,606,0,0
18081,Femenino,Docente,Canelones,DGES,2021,84,12,452,0,0
18103,Femenino,Docente,Florida,DGEIP,2021,126,34,857,4,4
18119,Masculino,Docente,Florida,DGES,2021,33,4,74,0,0
18124,Femenino,Docente,Canelones,DGEIP,2021,76,463,829,0,0
18130,Femenino,Docente,Florida,DGEIP,2021,65,12,142,0,0
18131,Femenino,Docente,Florida,DGEIP,2021,8,0,10,0,0
18135,Femenino,Docente,Florida,DGEIP,2021,28,86,255,0,0
18171,Femenino,Docente,Florida,DGEIP,2021,0,0,0,0,0
18172,Femenino,Docente,Florida,DGEIP,2021,33,0,100,0,0
18173,Femenino,Docente,Florida,DGEIP,2021,121,52,336,0,0
18174,Femenino,Docente,Florida,DGEIP,2021,0,0,0,0,0
18175,Femenino,Docente,Florida,DGEIP,2021,81,194,692,0,0
18182,Femenino,Docente,Florida,DGEIP,2021,109,88,1198,0,0
18199,Femenino,Docente,Florida,DGEIP,2021,136,403,1882,4,2
18217,Femenino,Docente,Florida,DGES,2021,142,45,1933,0,0
18217,Femenino,Docente,Florida,DGETP,2021,142,45,1933,0,0
18226,Femenino,Docente,Florida,DGEIP,2021,55,49,392,0,0
18257,Femenino,Docente,Florida,DGEIP,2021,2,0,3,0,0
18264,Femenino,Docente,Canelones,DGEIP,2021,16,0,88,0,0
18267,Femenino,Docente,Florida,DGEIP,2021,60,9,341,0,0
18268,Femenino,Docente,Florida,DGEIP,2021,58,281,623,0,0
18269,Femenino,Docente,Canelones,DGEIP,2021,20,67,458,0,0
18274,Femenino,Docente,Florida,DGEIP,2021,35,7,213,0,0
18275,Femenino,Docente,Florida,DGEIP,2021,0,0,0,0,0
18288,Femenino,Docente,Florida,DGEIP,2021,78,253,509,1,3
18289,Femenino,Docente,Canelones,DGEIP,2021,120,59,1183,2,1
18325,Femenino,Docente,Florida,DGEIP,2021,203,204,1116,3,2
18383,Masculino,Docente,Florida,DGES,2021,76,20,225,1,1
18391,Femenino,Docente,Florida,DGEIP,2021,145,731,1699,10,7
18399,Femenino,Docente,Durazno,DGEIP,2021,62,21,364,0,0
18400,Femenino,Docente,Florida,DGEIP,2021,104,32,639,2,1
18469,Femenino,Docente,Montevideo,DGEIP,2021,133,79,1933,1,1
18479,Femenino,Docente,Cerro Largo,DGEIP,2021,91,25,737,2,0
18516,Femenino,Docente,Florida,DGES,2021,120,43,421,3,1
18571,Femenino,Docente,Florida,DGEIP,2021,0,0,0,2,1
18588,Femenino,Docente,Florida,DGETP,2021,66,206,616,1,0
18588,Femenino,Docente,Florida,DGES,2021,66,206,616,1,0
18599,Masculino,Docente,Durazno,DGES,2021,41,13,98,0,0
18608,Femenino,Docente,Florida,DGEIP,2021,59,24,322,0,0
18624,Femenino,Docente,Flores,DGEIP,2021,104,190,1937,0,0
18625,Femenino,Docente,Flores,DGEIP,2021,43,349,671,0,0
18629,Femenino,Docente,Flores,DGEIP,2021,4,0,5,3,1
18631,Femenino,Docente,Flores,DGEIP,2021,237,695,5438,0,0
18633,Femenino,Docente,Maldonado,DGEIP,2021,3,0,3,0,0
18641,Femenino,Docente,Flores,DGES,2021,55,318,673,0,0
18648,Femenino,Docente,Flores,DGEIP,2021,83,88,807,1,0
18652,Masculino,Docente,Flores,DGEIP,2021,145,296,1981,9,8
18653,Femenino,Docente,Flores,DGES,2021,97,108,335,7,2
18653,Femenino,Docente,Flores,DGEIP,2021,97,108,335,7,2
18656,Femenino,Docente,San Jose,DGEIP,2021,41,8,214,0,0
18664,Femenino,Docente,Flores,DGEIP,2021,71,469,847,0,0
18666,Femenino,Docente,Flores,DGEIP,2021,52,12,358,0,0
18667,Femenino,Docente,Florida,DGEIP,2021,7,0,9,5,1
18668,Femenino,Docente,Flores,DGEIP,2021,25,1,42,5,11
18669,Femenino,Docente,Flores,DGEIP,2021,125,160,1239,2,2
18670,Femenino,Docente,Flores,DGEIP,2021,143,208,3052,0,0
18672,Femenino,Docente,Flores,DGEIP,2021,0,0,0,0,0
18673,Femenino,Docente,Flores,DGEIP,2021,90,42,396,1,1
18674,Femenino,Docente,Flores,DGEIP,2021,10,0,24,4,13
18674,Femenino,Docente,Flores,DGETP,2021,10,0,24,4,13
18676,Femenino,Docente,Flores,DGEIP,2021,83,22,727,0,0
18688,Femenino,Docente,Flores,DGEIP,2021,142,310,2413,0,0
18693,Femenino,Docente,Maldonado,DGEIP,2021,32,323,551,0,0
18701,Femenino,Docente,Flores,DGETP,2021,10,0,134,0,0
18701,Femenino,Docente,Flores,DGEIP,2021,10,0,134,0,0
18704,Femenino,Docente,Maldonado,DGEIP,2021,52,33,122,0,0
18705,Femenino,Docente,Flores,DGEIP,2021,76,18,276,0,0
18709,Femenino,Docente,Flores,DGEIP,2021,96,42,540,1,1
18711,Femenino,Docente,Flores,DGEIP,2021,230,4580,7100,0,0
18711,Femenino,Docente,Flores,DGES,2021,230,4580,7100,0,0
18712,Femenino,Docente,Colonia,DGEIP,2021,29,11,86,0,0
18720,Femenino,Docente,Colonia,DGEIP,2021,125,71,1022,2,0
18721,Femenino,Docente,Colonia,DGEIP,2021,5,0,5,0,0
18731,Femenino,Docente,Colonia,DGEIP,2021,42,150,683,0,0
18732,Femenino,Docente,Colonia,DGEIP,2021,89,111,861,0,0
18733,Femenino,Docente,Colonia,DGEIP,2021,0,0,0,0,0
18735,Femenino,Docente,Florida,DGEIP,2021,189,213,1864,2,1
18736,Femenino,Docente,Montevideo,DGEIP,2021,5,0,5,0,0
18738,Femenino,Docente,Colonia,DGEIP,2021,0,0,0,0,0
18742,Femenino,Docente,Colonia,DGEIP,2021,97,1,1094,1,1
18743,Femenino,Docente,San Jose,DGEIP,2021,120,29,493,0,0
18751,Femenino,Docente,Paysandu,DGEIP,2021,55,91,404,0,0
18753,Femenino,Docente,Colonia,DGEIP,2021,77,507,1052,0,0
18754,Femenino,Docente,Rivera,DGEIP,2021,3,0,4,0,0
18773,Femenino,Docente,Colonia,DGEIP,2021,115,1278,3148,7,9
18780,Femenino,Docente,Montevideo,DGEIP,2021,225,129,4825,2,1
18781,Femenino,Docente,Colonia,DGEIP,2021,208,77,3249,4,4
18783,Femenino,Docente,Paysandu,DGEIP,2021,57,723,1936,1,1
18785,Femenino,Docente,Colonia,DGEIP,2021,59,20,668,0,0
18806,Femenino,Docente,Colonia,DGEIP,2021,0,0,0,0,0
18809,Femenino,Docente,Soriano,DGEIP,2021,196,321,1945,0,0
18813,Femenino,Docente,Colonia,DGEIP,2021,55,2,240,1,1
18819,Femenino,Docente,Colonia,DGEIP,2021,166,1106,2520,4,2
18822,Femenino,Docente,Colonia,DGEIP,2021,41,184,935,0,0
18824,Femenino,Docente,Colonia,DGETP,2021,214,154,3596,3,1
18826,Masculino,Docente,Soriano,DGES,2021,100,46,633,0,0
18829,Femenino,Docente,Colonia,DGEIP,2021,35,0,335,2,2
18837,Femenino,Docente,Colonia,DGEIP,2021,0,0,0,0,0
18843,Femenino,Docente,Colonia,DGEIP,2021,36,2,111,3,6
18849,Femenino,Docente,Colonia,DGEIP,2021,119,253,2689,1,1
18851,Femenino,Docente,Colonia,DGEIP,2021,66,87,1069,1,1
18855,Masculino,Docente,Colonia,DGEIP,2021,66,101,368,2,1
18856,Femenino,Docente,Colonia,DGEIP,2021,168,92,1294,15,16
18862,Femenino,Docente,San Jose,DGEIP,2021,28,7,113,0,0
18866,Femenino,Docente,Colonia,DGEIP,2021,31,0,40,2,3
18869,Masculino,Docente,Colonia,DGEIP,2021,18,1,34,0,0
18874,Masculino,Docente,San Jose,DGEIP,2021,56,35,342,1,0
18875,Femenino,Docente,Colonia,DGEIP,2021,232,153,3204,6,4
18894,Femenino,Docente,Flores,DGEIP,2021,139,1609,2866,0,0
18895,Femenino,Docente,Flores,DGEIP,2021,137,137,721,0,0
18896,Femenino,Docente,Flores,DGEIP,2021,186,11,1471,6,3
18898,Femenino,Docente,Flores,DGEIP,2021,32,0,33,0,0
18899,Femenino,Docente,Flores,DGEIP,2021,145,153,1303,10,6
18900,Masculino,Docente,Flores,DGEIP,2021,146,184,934,6,7
