Id persona,Sexo,Rol,Departamento,Subsistema,Año lectivo,Cantidad de días ingreso a CREA,Cantidad de Comentarios posteados ,Cantidad de Acciones totales ,Cantidad de días de ingreso a Biblioteca,Cantidad de préstamos en biblioteca
17375,Femenino,Docente,Florida,DGEIP,2022,4,0,8,0,0
17376,Femenino,Docente,Florida,DGEIP,2022,34,0,190,0,0
17379,Femenino,Docente,Florida,DGEIP,2022,71,13,279,2,1
17380,Femenino,Docente,Florida,DGEIP,2022,0,0,0,0,0
17380,Femenino,Docente,Canelones,DGES,2022,0,0,0,0,0
17384,Femenino,Docente,Florida,DGES,2022,1,0,1,0,0
17385,Femenino,Docente,Florida,DGEIP,2022,5,0,6,0,0
17386,Femenino,Docente,Florida,DGEIP,2022,81,2,221,2,0
17393,Femenino,Docente,Florida,DGEIP,2022,5,0,6,0,0
17394,Femenino,Docente,Florida,DGEIP,2022,49,0,110,1,0
17395,Femenino,Docente,Canelones,DGEIP,2022,1,0,1,0,0
17410,Femenino,Docente,Florida,DGEIP,2022,51,37,326,0,0
17414,Femenino,Docente,Florida,DGEIP,2022,1,0,1,0,0
17416,Femenino,Docente,Florida,DGEIP,2022,33,0,339,0,0
17431,Femenino,Docente,Florida,DGEIP,2022,1,0,1,0,0
17433,Femenino,Docente,Florida,DGEIP,2022,4,0,4,0,0
17435,Femenino,Docente,Maldonado,DGEIP,2022,86,5,271,0,0
17450,Femenino,Docente,Florida,DGEIP,2022,0,0,0,0,0
17469,Femenino,Docente,Florida,DGEIP,2022,100,172,773,0,0
17469,Femenino,Docente,Florida,DGES,2022,100,172,773,0,0
17472,Femenino,Docente,Florida,DGEIP,2022,8,0,19,0,0
17473,Femenino,Docente,Florida,DGEIP,2022,25,0,63,0,0
17475,Femenino,Docente,Florida,DGEIP,2022,5,0,5,0,0
17478,Femenino,Docente,Florida,DGEIP,2022,10,0,54,0,0
17482,Femenino,Docente,Canelones,DGEIP,2022,0,0,0,0,0
17483,Femenino,Docente,Florida,DGEIP,2022,78,1,2142,5,5
17484,Femenino,Docente,Florida,DGEIP,2022,0,0,0,0,0
17491,Femenino,Docente,Canelones,DGEIP,2022,0,0,0,0,0
17495,Femenino,Docente,Florida,DGEIP,2022,2,0,2,0,0
17497,Femenino,Docente,Florida,DGEIP,2022,0,0,0,0,0
17509,Femenino,Docente,Florida,DGEIP,2022,0,0,0,0,0
17517,Femenino,Docente,Florida,DGEIP,2022,113,6,504,0,0
17528,Femenino,Docente,Florida,DGEIP,2022,54,4,1476,1,1
17538,Femenino,Docente,Florida,DGEIP,2022,106,7,1974,6,8
17541,Femenino,Docente,Florida,DGEIP,2022,17,1,50,7,5
17544,Femenino,Docente,Florida,DGEIP,2022,4,0,5,0,0
17550,Femenino,Docente,Florida,DGEIP,2022,11,9,54,0,0
17552,Femenino,Docente,Florida,DGEIP,2022,7,0,7,0,0
17557,Femenino,Docente,Montevideo,DGEIP,2022,0,0,0,0,0
17567,Femenino,Docente,Florida,DGEIP,2022,0,0,0,0,0
17569,Femenino,Docente,Florida,DGEIP,2022,139,117,474,0,0
17571,Femenino,Docente,Florida,DGES,2022,47,34,579,1,0
17575,Femenino,Docente,Florida,DGEIP,2022,153,12,1939,1,0
17576,Femenino,Docente,Florida,DGEIP,2022,43,0,78,0,0
17585,Femenino,Docente,Florida,DGEIP,2022,2,0,2,0,0
17586,Femenino,Docente,Florida,DGEIP,2022,12,0,32,0,0
17587,Femenino,Docente,Florida,DGEIP,2022,33,9,81,3,3
17588,Femenino,Docente,Florida,DGEIP,2022,96,1,563,0,0
17590,Femenino,Docente,Florida,DGEIP,2022,40,11,258,0,0
17592,Femenino,Docente,Florida,DGEIP,2022,78,0,146,4,4
17593,Femenino,Docente,Florida,DGEIP,2022,2,0,3,0,0
17595,Femenino,Docente,Florida,DGEIP,2022,6,0,6,0,0
17597,Femenino,Docente,Florida,DGEIP,2022,79,0,180,0,0
17598,Femenino,Docente,Florida,DGEIP,2022,9,0,14,0,0
17603,Femenino,Docente,Canelones,DGEIP,2022,0,0,0,0,0
17606,Femenino,Docente,Florida,DGEIP,2022,143,4,1025,5,2
17609,Femenino,Docente,Durazno,DGEIP,2022,64,17,265,0,0
17610,Masculino,Docente,Florida,DGEIP,2022,0,0,0,0,0
17612,Femenino,Docente,Florida,DGEIP,2022,1,0,1,1,2
17613,Femenino,Docente,Florida,DGEIP,2022,83,19,799,5,5
17616,Femenino,Docente,Florida,DGEIP,2022,1,0,1,0,0
17619,Femenino,Docente,Florida,DGEIP,2022,0,0,0,0,0
17635,Femenino,Docente,Canelones,DGEIP,2022,46,18,309,0,0
17640,Femenino,Docente,Florida,DGEIP,2022,27,0,58,0,0
17641,Femenino,Docente,Florida,DGEIP,2022,0,0,0,0,0
17644,Femenino,Docente,Canelones,DGEIP,2022,89,190,1059,0,0
17647,Femenino,Docente,Florida,DGEIP,2022,55,1,298,0,0
17650,Femenino,Docente,Florida,DGEIP,2022,44,27,141,1,1
17652,Femenino,Docente,Florida,DGEIP,2022,16,0,23,0,0
17654,Femenino,Docente,Florida,DGEIP,2022,19,0,15,0,0
17658,Femenino,Docente,Florida,DGEIP,2022,9,0,39,1,1
17660,Femenino,Docente,Florida,DGEIP,2022,6,0,4,0,0
17662,Femenino,Docente,Florida,DGEIP,2022,14,0,17,0,0
17663,Femenino,Docente,Florida,DGEIP,2022,11,0,62,5,7
17666,Femenino,Docente,Florida,DGEIP,2022,95,3,366,4,2
17669,Femenino,Docente,Florida,DGEIP,2022,33,0,41,1,1
17670,Femenino,Docente,Florida,DGEIP,2022,9,0,17,0,0
17672,Femenino,Docente,Florida,DGEIP,2022,2,0,2,0,0
17676,Femenino,Docente,Canelones,DGEIP,2022,111,2,4543,57,22
17687,Femenino,Docente,Florida,DGEIP,2022,27,0,145,0,0
17695,Femenino,Docente,Florida,DGEIP,2022,130,12,865,0,0
17697,Femenino,Docente,Florida,DGEIP,2022,0,0,0,0,0
17702,Femenino,Docente,Florida,DGEIP,2022,0,0,0,0,0
17703,Femenino,Docente,Florida,DGEIP,2022,71,5,156,0,0
17706,Femenino,Docente,Florida,DGEIP,2022,133,24,423,3,2
17708,Femenino,Docente,Florida,DGEIP,2022,53,18,116,0,0
17710,Femenino,Docente,Canelones,DGEIP,2022,48,0,157,0,0
17714,Femenino,Docente,Florida,DGEIP,2022,2,0,5,0,0
17734,Femenino,Docente,Florida,DGEIP,2022,9,1,35,0,0
17740,Femenino,Docente,Montevideo,DGEIP,2022,4,0,4,0,0
17748,Femenino,Docente,Florida,DGEIP,2022,0,0,0,0,0
17751,Femenino,Docente,Florida,DGEIP,2022,1,0,1,0,0
17753,Femenino,Docente,Florida,DGEIP,2022,0,0,0,0,0
17756,Femenino,Docente,Florida,DGEIP,2022,3,0,3,0,0
17768,Femenino,Docente,Canelones,DGEIP,2022,2,0,6,0,0
17780,Femenino,Docente,Florida,DGEIP,2022,1,0,1,0,0
17826,Femenino,Docente,Florida,DGES,2022,58,32,300,0,0
17852,Femenino,Docente,Canelones,DGEIP,2022,2,0,3,0,0
17853,Femenino,Docente,Florida,DGEIP,2022,87,41,423,41,18
17854,Femenino,Docente,Florida,DGEIP,2022,0,0,0,0,0
17855,Femenino,Docente,Florida,DGEIP,2022,7,0,10,1,2
17988,Femenino,Docente,Florida,DGEIP,2022,9,0,11,0,0
17990,Femenino,Docente,Florida,DGEIP,2022,0,0,0,0,0
18013,Femenino,Docente,Canelones,DGEIP,2022,9,1,14,0,0
18031,Femenino,Docente,Florida,DGEIP,2022,134,22,698,0,0
18081,Femenino,Docente,Maldonado,DGES,2022,46,1,132,0,0
18103,Femenino,Docente,Florida,DGEIP,2022,107,2,474,1,1
18119,Masculino,Docente,Florida,DGES,2022,0,0,0,0,0
18124,Femenino,Docente,Canelones,DGEIP,2022,31,0,171,0,0
18130,Femenino,Docente,Florida,DGEIP,2022,82,19,302,1,1
18131,Femenino,Docente,Florida,DGEIP,2022,7,1,147,0,0
18134,Femenino,Docente,Florida,DGEIP,2022,0,0,0,0,0
18135,Femenino,Docente,Florida,DGEIP,2022,1,0,2,0,0
18171,Femenino,Docente,Florida,DGEIP,2022,0,0,0,0,0
18172,Femenino,Docente,Florida,DGEIP,2022,14,0,34,1,1
18172,Femenino,Docente,Canelones,DGES,2022,14,0,34,1,1
18173,Femenino,Docente,Florida,DGEIP,2022,7,0,9,0,0
18174,Femenino,Docente,Florida,DGEIP,2022,0,0,0,0,0
18175,Femenino,Docente,Florida,DGEIP,2022,10,0,11,0,0
18182,Femenino,Docente,Canelones,DGEIP,2022,25,0,33,1,0
18199,Femenino,Docente,Florida,DGEIP,2022,103,11,545,0,0
18217,Femenino,Docente,Canelones,DGES,2022,49,17,167,0,0
18217,Femenino,Docente,Canelones,DGETP,2022,49,17,167,0,0
18226,Femenino,Docente,Montevideo,DGEIP,2022,22,0,36,0,0
18233,Femenino,Docente,Florida,DGES,2022,160,15,216,0,0
18257,Femenino,Docente,Florida,DGEIP,2022,1,0,1,0,0
18258,Masculino,Docente,Canelones,DGES,2022,185,88,417,0,0
18264,Femenino,Docente,Canelones,DGEIP,2022,9,1,10,0,0
18267,Femenino,Docente,Florida,DGEIP,2022,36,4,186,0,0
18268,Femenino,Docente,Florida,DGEIP,2022,20,1,64,0,0
18269,Femenino,Docente,Florida,DGEIP,2022,2,0,2,0,0
18274,Femenino,Docente,Florida,DGEIP,2022,0,0,0,0,0
18275,Femenino,Docente,Florida,DGEIP,2022,15,15,45,0,0
18288,Femenino,Docente,Florida,DGEIP,2022,1,0,1,0,0
18289,Femenino,Docente,Canelones,DGEIP,2022,80,5,262,1,0
18325,Femenino,Docente,Florida,DGEIP,2022,176,148,1546,6,3
18367,Femenino,Docente,Florida,DGES,2022,65,92,315,27,8
18391,Femenino,Docente,Florida,DGEIP,2022,19,0,18,8,13
18399,Femenino,Docente,Durazno,DGEIP,2022,9,1,13,0,0
18400,Femenino,Docente,Florida,DGEIP,2022,1,0,2,0,0
18469,Femenino,Docente,Montevideo,DGEIP,2022,23,0,68,0,0
18479,Femenino,Docente,Florida,DGEIP,2022,19,0,27,1,0
18516,Femenino,Docente,Canelones,DGES,2022,27,4,62,0,0
18571,Femenino,Docente,Montevideo,DGEIP,2022,15,1,86,0,0
18599,Masculino,Docente,Durazno,DGES,2022,1,0,1,0,0
18608,Femenino,Docente,Florida,DGEIP,2022,37,19,88,1,1
18624,Femenino,Docente,Flores,DGEIP,2022,47,5,792,0,0
18625,Femenino,Docente,Flores,DGEIP,2022,32,37,233,0,0
18631,Femenino,Docente,Flores,DGEIP,2022,3,0,3,0,0
18633,Femenino,Docente,Flores,DGEIP,2022,2,0,2,0,0
18641,Femenino,Docente,Flores,DGES,2022,1,0,1,0,0
18648,Femenino,Docente,Flores,DGEIP,2022,22,3,59,0,0
18652,Masculino,Docente,Flores,DGEIP,2022,41,4,138,1,1
18656,Femenino,Docente,San Jose,DGEIP,2022,17,0,46,0,0
18664,Femenino,Docente,Flores,DGEIP,2022,21,0,52,0,0
18666,Femenino,Docente,Flores,DGEIP,2022,74,22,289,0,0
18667,Femenino,Docente,Florida,DGEIP,2022,0,0,0,2,1
18669,Femenino,Docente,Flores,DGEIP,2022,25,2,76,0,0
18670,Femenino,Docente,Flores,DGEIP,2022,65,0,2213,0,0
18673,Femenino,Docente,Flores,DGEIP,2022,120,7,291,0,0
18674,Femenino,Docente,Flores,DGEIP,2022,52,105,308,1,1
18674,Femenino,Docente,Flores,DGETP,2022,52,105,308,1,1
18676,Femenino,Docente,Flores,DGEIP,2022,39,5,107,2,0
18687,Femenino,Docente,Canelones,DGES,2022,103,4,398,16,10
18688,Femenino,Docente,Flores,DGEIP,2022,80,27,921,0,0
18693,Femenino,Docente,Montevideo,DGEIP,2022,0,0,0,0,0
18699,Femenino,Docente,Flores,DGEIP,2022,5,0,7,2,0
18701,Femenino,Docente,Flores,DGEIP,2022,0,0,0,0,0
18704,Femenino,Docente,Maldonado,DGEIP,2022,5,0,6,0,0
18705,Femenino,Docente,Flores,DGEIP,2022,47,2,91,0,0
18709,Femenino,Docente,Flores,DGEIP,2022,70,12,121,0,0
18711,Femenino,Docente,Flores,DGEIP,2022,156,1676,2522,0,0
18711,Femenino,Docente,Flores,DGES,2022,156,1676,2522,0,0
18712,Femenino,Docente,Colonia,DGEIP,2022,4,0,4,0,0
18712,Femenino,Docente,Montevideo,DGES,2022,4,0,4,0,0
18720,Femenino,Docente,Colonia,DGEIP,2022,72,8,373,1,1
18721,Femenino,Docente,Colonia,DGEIP,2022,3,0,4,0,0
18731,Femenino,Docente,Colonia,DGEIP,2022,30,0,149,1,0
18732,Femenino,Docente,Colonia,DGEIP,2022,26,0,33,2,1
18735,Femenino,Docente,Colonia,DGEIP,2022,184,4,685,1,1
18736,Femenino,Docente,Montevideo,DGEIP,2022,0,0,0,0,0
18738,Femenino,Docente,Colonia,DGEIP,2022,0,0,0,0,0
18742,Femenino,Docente,Colonia,DGEIP,2022,11,0,32,0,0
18743,Femenino,Docente,San Jose,DGEIP,2022,65,1,135,1,0
18751,Femenino,Docente,Colonia,DGEIP,2022,0,0,0,0,0
18753,Femenino,Docente,Colonia,DGEIP,2022,47,63,271,1,2
18754,Femenino,Docente,Maldonado,DGES,2022,8,0,9,0,0
18773,Femenino,Docente,Colonia,DGEIP,2022,36,0,78,2,2
18780,Femenino,Docente,Colonia,DGEIP,2022,66,2,155,0,0
18781,Femenino,Docente,Colonia,DGEIP,2022,159,31,856,5,3
18785,Femenino,Docente,Colonia,DGEIP,2022,3,0,3,0,0
18806,Femenino,Docente,Colonia,DGEIP,2022,0,0,0,0,0
